type_content,type_social,type_calendar,type_forum,type_wiki,type_poll,type_other,owner_type_organization,owner_type_space,owner_influence,number_of_likes,number_of_comments,reactivity,is_mentions_me,is_mentions_connections,is_commented_by_me,is_commented_by_connetions,is_liked_by_me,is_liked_by_connections,poster_id,poster_gender_male,poster_gender_female,poster_is_employee,poster_is_lead,poster_is_in_connections,poster_focus_engineering,poster_focus_sales,poster_focus_marketing,poster_focus_management,poster_focus_financial,poster_focus_other,poster_influence,participant1_id,participant1_conversed,participant1_favored,participant1_gender_male,participant1_gender_female,participant1_is_employee,participant1_is_lead,participant1_is_in_connections,participant1_focus_engineering,participant1_focus_sales,participant1_focus_marketing,participant1_focus_management,participant1_focus_financial,participant1_focus_other,participant1_influence,participant2_id,participant2_conversed,participant2_favored,participant2_gender_male,participant2_gender_female,participant2_is_employee,participant2_is_lead,participant2_is_in_connections,participant2_focus_engineering,participant2_focus_sales,participant2_focus_marketing,participant2_focus_management,participant2_focus_financial,participant2_focus_other,participant2_influence,participant3_id,participant3_conversed,participant3_favored,participant3_gender_male,participant3_gender_female,participant3_is_employee,participant3_is_lead,participant3_is_in_connections,participant3_focus_engineering,participant3_focus_sales,participant3_focus_marketing,participant3_focus_management,participant3_focus_financial,participant3_focus_other,participant3_influence,participant4_id,participant4_conversed,participant4_favored,participant4_gender_male,participant4_gender_female,participant4_is_employee,participant4_is_lead,participant4_is_in_connections,participant4_focus_engineering,participant4_focus_sales,participant4_focus_marketing,participant4_focus_management,participant4_focus_financial,participant4_focus_other,participant4_influence,participant5_id,participant5_conversed,participant5_favored,participant5_gender_male,participant5_gender_female,participant5_is_employee,participant5_is_lead,participant5_is_in_connections,participant5_focus_engineering,participant5_focus_sales,participant5_focus_marketing,participant5_focus_management,participant5_focus_financial,participant5_focus_other,participant5_influence,rank
0,0,1,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,108025,1,0,1,0,0,0,0,1,0,0,0,1,32820,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0099,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.45239
0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,13,1,0,1,0,1,0,0,1,0,0,0,1,146,0,1,1,0,1,0,1,0,0,1,0,0,0,1,41,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,13,1,0,1,0,1,0,0,1,0,0,0,1,41,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,110965,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,110965,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,2,4,1,0,1,0,1,0,1,110965,1,0,1,0,0,0,0,1,0,0,0,1,110965,1,0,1,0,1,0,0,0,0,1,0,0,0,1,33,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.97688
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,67,0,1,1,0,1,0,0,1,0,0,0,1,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
0,0,0,0,0,0,1,0,1,1,0,3,0.51,0,1,0,1,0,0,151,1,0,1,0,0,0,0,1,0,0,0,0.99999,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,151,1,0,1,0,1,0,0,0,0,1,0,0,0,0.99999,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0.9999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94635
0,0,0,1,0,0,0,0,1,0.1,1,2,0,0,0,0,0,0,1,108025,1,0,1,0,0,0,0,1,0,0,0,1,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,151,1,0,1,0,1,0,0,0,0,1,0,0,0,0.99999,67,0,1,0,1,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.93831
0,0,0,0,1,0,0,0,1,1,2,0,0.51,0,0,0,0,0,1,11,1,0,1,0,1,0,0,1,0,0,0,1,51,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,20,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
0,0,0,1,0,0,0,0,1,1,11,3,0.203672797,0,1,0,1,0,1,108025,1,0,1,0,0,0,0,1,0,0,0,1,11,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,33,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,12,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99995,0.97688
0,0,0,0,0,0,1,0,1,0.1,9,3,0,0,1,0,1,0,1,108025,1,0,1,0,0,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,121,1,0,1,0,1,0,1,0,0,1,0,0,0,1,110965,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.99999,0.97383
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,108025,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,108025,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,108025,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,2,2,1,0,0,0,1,0,1,13,1,0,1,0,1,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,13,1,0,1,0,1,0,1,0,0,1,0,0,0,1,4,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95294
0,0,0,0,0,0,1,0,1,0.99842,2,0,1,0,0,0,0,0,1,14,1,0,1,0,0,1,0,0,0,0,0,0.0099,33439,0,1,1,0,0,0,1,0,0,1,0,0,0,0.9931,5,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.78381
0,0,0,0,0,0,1,0,1,1,0,1,0.382551,0,1,0,0,0,0,151,1,0,1,0,0,0,0,1,0,0,0,0.99999,151,1,0,1,0,1,0,0,0,0,1,0,0,0,0.99999,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0.9999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.91589
0,0,0,0,0,0,1,0,1,1,8,7,0.203672797,0,1,0,1,0,1,108639,1,0,1,0,1,0,0,1,0,0,0,0.99997,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108639,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99997,0.97688
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0.99999,38,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,1,0,0,0,0,1,0.99842,3,2,1,0,0,1,1,1,1,33439,1,0,0,0,1,0,0,1,0,0,0,0.9931,14,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0099,33439,1,0,1,0,0,0,1,0,0,1,0,0,0,0.9931,5,0,1,1,0,1,0,1,0,0,1,0,0,0,1,41,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.97294
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,13,1,0,1,0,1,0,0,1,0,0,0,1,75,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,5,1,0,1,0,1,0,0,1,0,0,0,1,13,0,1,1,0,1,0,1,0,0,1,0,0,0,1,111056,0,1,1,0,1,0,1,1,0,0,0,0,0,0.9999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,5,1,0,1,0,1,0,0,1,0,0,0,1,13,1,0,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
0,0,0,0,0,0,1,0,1,1,10,5,0.51,0,1,0,1,0,1,67,0,1,1,0,1,0,0,1,0,0,0,1,67,1,0,0,1,1,0,1,0,0,1,0,0,0,1,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.97688
0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,14,1,0,1,0,0,1,0,0,0,0,0,0.0099,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.27048
0,0,0,0,0,0,1,0,1,1,19,1,1,0,0,0,1,0,1,17,0,1,1,0,1,0,0,1,0,0,0,1,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,20,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,146,0,1,1,0,1,0,1,0,0,1,0,0,0,1,154,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99981,54,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99964,0.97014
0,0,0,0,0,0,1,0,1,1,5,0,0.382551,0,0,0,0,0,1,54,0,1,0,0,0,0,0,1,0,0,0,0.99964,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,20,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,146,0,1,1,0,1,0,1,0,0,1,0,0,0,1,13,0,1,1,0,1,0,1,0,0,1,0,0,0,1,38,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,0.968
0,0,0,0,0,0,1,0,1,1,4,0,0.310841819,0,1,0,0,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,17,1,0,0,1,1,0,1,0,0,1,0,0,0,1,5,0,1,1,0,1,0,1,0,0,1,0,0,0,1,121,0,1,1,0,1,0,1,0,0,1,0,0,0,1,146,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.96154
0,0,0,0,0,0,1,0,1,1,0,2,1,0,1,0,1,0,0,141,1,0,1,0,0,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,146,1,0,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94635
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,11,1,0,1,0,1,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
0,0,0,0,0,0,1,0,1,1,13,1,1,0,0,0,1,0,1,54,0,1,0,0,0,0,0,1,0,0,0,0.99964,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,146,0,1,1,0,1,0,1,0,0,1,0,0,0,1,154,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99981,19,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,20,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,0.97014
0,0,0,0,0,0,1,0,1,1,4,5,0.22947577,0,1,0,1,0,1,6,1,0,1,0,1,0,0,1,0,0,0,0.99999,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,4,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.97688
0,0,0,0,0,0,1,0,1,1,8,0,1,0,0,0,0,0,1,10,1,0,1,0,1,0,0,1,0,0,0,1,41,0,1,1,0,1,0,1,0,0,1,0,0,0,1,4,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,13,0,1,1,0,1,0,1,0,0,1,0,0,0,1,16,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.968
0,0,0,1,0,0,0,0,1,1,6,5,0.382551,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0.99999,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,110965,1,0,1,0,1,0,0,0,0,1,0,0,0,1,11,1,0,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.97688
0,0,0,0,0,0,1,0,1,1,2,0,0.51,0,0,0,0,0,1,13,1,0,1,0,1,0,0,1,0,0,0,1,7,0,1,1,0,1,0,1,0,0,1,0,0,0,1,17,0,1,0,1,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
0,0,0,0,0,0,1,0,1,1,2,4,0.22947577,0,1,0,1,0,1,151,1,0,1,0,0,0,0,1,0,0,0,0.99999,113542,1,0,1,0,0,0,0,0,0,1,0,0,0,0.9901,151,1,0,1,0,1,0,0,0,0,1,0,0,0,0.99999,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,33,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,0.97682
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,15,1,0,1,0,1,0,1,0,0,0,0,0.9999,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,11,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,0,1,0,1,0.1,2,5,0,0,0,0,1,0,1,5,1,0,1,0,1,0,0,1,0,0,0,1,10,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,121,1,0,1,0,1,0,1,0,0,1,0,0,0,1,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.97688
0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,108639,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94869
0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,108639,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94869
0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,11,0,1,1,0,1,0,1,0,0,1,0,0,0,1,108639,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94869
0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,0,1,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,146,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108639,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95294
0,0,0,0,0,0,1,0,1,1,6,5,1,0,1,0,1,0,1,41,1,0,1,0,1,0,0,1,0,0,0,1,7,1,0,1,0,1,0,1,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,108639,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99997,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,6,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,0.97688
0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,5,1,0,1,0,1,0,0,1,0,0,0,1,13,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,0,0,0,1,0,1,0.1,2,0,0,0,0,0,0,0,1,78,0,1,1,0,1,0,0,1,0,0,0,0.99999,108025,0,1,1,0,1,0,0,0,0,1,0,0,0,1,7,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.88688
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12,1,0,1,0,1,0,1,0,0,0,0,0.99995,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69229
0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,12,1,0,1,0,1,0,1,0,0,0,0,0.99995,5,0,1,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.87937
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16,1,0,1,0,1,0,0,0,0,0,1,0.99999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3089,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3084,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
0,0,0,0,0,1,0,0,1,1,17,6,0.51,0,1,0,1,0,1,5,1,0,1,0,1,0,0,1,0,0,0,1,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,11,1,0,1,0,1,0,1,0,0,1,0,0,0,1,41,1,0,1,0,1,0,1,0,0,1,0,0,0,1,13,1,0,1,0,1,0,1,0,0,1,0,0,0,1,10,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.98107
0,0,0,1,0,0,0,0,1,1,0,2,0.183346319,0,0,0,0,0,0,108025,1,0,1,0,0,0,0,1,0,0,0,1,13659,1,0,1,0,0,0,0,0,0,0,0,0,1,0.99999,108025,1,0,1,0,1,0,0,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.9159
0,0,0,1,0,0,0,0,1,1,0,2,0.203672797,0,0,0,1,0,0,13,1,0,1,0,1,0,0,1,0,0,0,1,13659,1,0,1,0,0,0,0,0,0,0,0,0,1,0.99999,13,1,0,1,0,1,0,1,0,0,1,0,0,0,1,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.9159
0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,7,1,0,1,0,1,0,0,1,0,0,0,1,19,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,38,1,0,0,1,1,0,1,0,0,1,0,0,0,0.99999,22636,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,3080,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,44661,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.91589
