id,type_content,type_social,type_calendar,type_forum,type_wiki,type_poll,type_other,owner_type_organization,owner_type_space,owner_influence,number_of_likes,number_of_comments,reactivity,is_mentions_me,is_mentions_connections,is_commented_by_me,is_commented_by_connetions,is_liked_by_me,is_liked_by_connections,poster_gender_male,poster_gender_female,poster_is_employee,poster_is_lead,poster_is_in_connections,poster_focus_engineering,poster_focus_sales,poster_focus_marketing,poster_focus_management,poster_focus_financial,poster_focus_other,poster_influence,participant1_conversed,participant1_favored,participant1_gender_male,participant1_gender_female,participant1_is_employee,participant1_is_lead,participant1_is_in_connections,participant1_focus_engineering,participant1_focus_sales,participant1_focus_marketing,participant1_focus_management,participant1_focus_financial,participant1_focus_other,participant1_influence,participant2_conversed,participant2_favored,participant2_gender_male,participant2_gender_female,participant2_is_employee,participant2_is_lead,participant2_is_in_connections,participant2_focus_engineering,participant2_focus_sales,participant2_focus_marketing,participant2_focus_management,participant2_focus_financial,participant2_focus_other,participant2_influence,participant3_conversed,participant3_favored,participant3_gender_male,participant3_gender_female,participant3_is_employee,participant3_is_lead,participant3_is_in_connections,participant3_focus_engineering,participant3_focus_sales,participant3_focus_marketing,participant3_focus_management,participant3_focus_financial,participant3_focus_other,participant3_influence,participant4_conversed,participant4_favored,participant4_gender_male,participant4_gender_female,participant4_is_employee,participant4_is_lead,participant4_is_in_connections,participant4_focus_engineering,participant4_focus_sales,participant4_focus_marketing,participant4_focus_management,participant4_focus_financial,participant4_focus_other,participant4_influence,participant5_conversed,participant5_favored,participant5_gender_male,participant5_gender_female,participant5_is_employee,participant5_is_lead,participant5_is_in_connections,participant5_focus_engineering,participant5_focus_sales,participant5_focus_marketing,participant5_focus_management,participant5_focus_financial,participant5_focus_other,participant5_influence,rank
139863,0,0,0,0,0,0,1,0,1,1,11,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99965,0.97014
140005,0,0,0,0,0,0,1,1,0,0.1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99939,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.81509
140007,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
140027,0,0,0,0,0,0,1,0,1,1,6,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99987,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.968
140032,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0.99986,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85206
140033,0,0,0,0,0,0,1,0,1,1,11,3,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99987,0.97383
140036,0,0,0,0,0,0,1,0,1,1,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99988,1,0,1,0,0,0,0,0,0,1,0,0,0,0.99988,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99965,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0.97014
138695,0,0,0,0,0,0,1,0,1,1,0,1,0.183346319,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
140113,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.69231
139823,0,0,0,0,0,0,1,0,1,1,0,2,0.51,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.9159
139849,0,0,0,0,0,0,1,1,0,1,7,3,0.51,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,1,0,0,1,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,0,0,1,0,0,1,0,0,0,0.9992,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.97382
138739,0,0,0,0,0,0,1,0,1,1,0,3,0.183346319,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94635
140013,0,0,0,0,0,0,1,1,0,1,9,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,0,0,0,0,0,0,0,0,1,0.54751,1,0,0,1,1,0,1,0,0,1,0,0,0,0.99999,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99596,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.96789
140106,0,0,0,0,0,0,1,0,1,1,2,2,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99893,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.96433
140126,0,0,0,0,0,0,1,1,0,0.1,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99939,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99893,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99965,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99981,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.94631
140115,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
140102,0,0,0,0,0,0,1,0,1,0.99655,2,2,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.96684
140136,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99981,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.89372
140225,0,0,0,0,0,0,1,0,1,0.99869,9,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,0,1,1,0,1,0,0,0,0,1,0,0,0,0.9998,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99893,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.96
140239,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92837
140241,0,0,0,0,0,0,1,0,1,1,2,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94869
140242,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92837
140243,0,0,0,0,0,0,1,0,1,1,7,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99939,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99987,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,0,0,1,0,0,1,0,0,0,0.99982,0,1,1,0,1,0,1,0,1,0,0,0,0,0.99995,0.97013
139745,0,0,0,1,0,0,0,0,1,1,1,2,0.310841819,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0.99998,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95294
140221,0,0,0,0,0,0,1,0,1,1,30,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.99991,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.97207
140274,0,0,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
138901,0,0,0,0,0,0,1,0,1,1,29,13,0.183346319,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.97688
139853,0,0,0,0,0,0,1,0,1,1,1,2,0.382551,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95294
140282,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99988,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92836
140332,0,0,0,0,0,0,1,1,0,1,14,0,0.382551,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,0,0,0,1,0,0,0,0.99997,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.98696,0.9679
140336,0,0,0,0,0,0,1,1,0,0.1,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.99964,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0.99965,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,0.96001
140385,0,0,0,0,0,0,1,0,1,1,10,0,0.382551,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99933,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.96799
140271,0,0,0,0,0,0,1,0,1,1,4,3,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0.99998,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.97383
140293,0,0,0,0,0,0,1,0,1,0.5,3,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.9998,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.97207
140304,0,0,0,0,0,0,1,0,1,1,0,3,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.94635
140317,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.85207
140338,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.89373
140432,0,0,0,0,0,0,1,0,1,1,4,0,0.51,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.9584
140453,0,0,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.00549
140501,0,0,0,0,0,0,1,0,1,1,5,0,0.51,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99995,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99884,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,0.96799
140502,0,0,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.00549
140528,0,0,0,0,0,0,1,0,1,1,2,0,0.183346319,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.92038
140512,0,0,0,0,0,0,1,0,1,1,3,2,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.97383
140511,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95294
140649,0,0,0,0,0,0,1,0,1,1,7,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.968
140650,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0099,0,1,1,0,0,0,0,0,0,1,0,0,0,0.99884,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.93855
140767,0,0,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.00549
140780,0,0,0,0,0,0,1,0,1,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.00549
140799,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99993,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.91589
140803,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.9992,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.6921
140773,0,0,0,0,0,0,1,0,1,1,2,3,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0.9992,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.96683
140817,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.98423,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.98423,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.95237
140843,0,0,0,0,0,0,1,0,1,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0.44751
140849,0,0,0,0,0,0,1,0,1,1,6,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0.968
140814,0,0,0,0,0,0,1,0,1,0.1,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0.99999,1,0,1,0,1,0,1,0,1,0,0,0,0,0.99999,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.96298
140864,0,0,0,0,0,0,1,1,0,0.1,9,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0.96434,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0.99999,0,1,1,0,1,0,1,0,0,1,0,0,0,0.99997,0.95962
140873,0,0,0,1,0,0,0,0,1,0.99857,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.54751,1,0,1,0,1,0,0,1,0,0,0,0,0,0.0099,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0,0,1,0,0,0,1,0,0,1,0,0,0,0.08257,0,0,1,0,0,0,1,0,0,0,0,0,1,0.08257,0.8795
140696,0,0,0,1,0,0,0,0,1,1,3,3,0.51,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.99991,1,0,1,0,1,0,1,0,0,1,0,0,0,0.99999,1,0,1,0,1,0,0,0,0,1,0,0,0,0.99991,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0099,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0.96695
